Generic Part Number	Device Description	Marketing Status	Literature Number	Literature Description
CSD17313Q2Q1	Automotive 30-V N channel NexFET™ power MOSFET	NRND	SLPM135	CSD17313Q2Q1 TINA-TI Spice Model
CSD17318Q2	30-V, N channel NexFET™ power MOSFET, single SON 2 mm x 2 mm, 16.9 mOhm	ACTIVE	SLPM309	CSD17318Q2 TINA-TI Spice Model
CSD17322Q5A	30-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 12.4 mOhm	ACTIVE	SLPM259	CSD17322Q5A TINA-TI Spice Model
CSD17381F4	30-V, N channel NexFET™ power MOSFET, single LGA 1 mm x  0.6 mm, 117 mOhm, gate ESD protection	ACTIVE	SLPM134	CSD17381F4 TINA-TI Spice Model
CSD17382F4	30-V, N channel NexFET™ power MOSFET, single LGA 1 mm x  0.6mm, 67 mOhm, gate ESD protection	ACTIVE	SLPM202	CSD17382F4 TINA-TI Spice Model
CSD17483F4	30-V, N channel NexFET™ power MOSFET, single LGA 1 mm x  0.6 mm, 260 mOhm, gate ESD protection	ACTIVE	SLPM084A	CSD17483F4 TINA-TI Spice Model (Rev. A)
CSD17484F4	30-V, N channel NexFET™ power MOSFET, single LGA 1 mm x 0.6mm, 128 mOhm, gate ESD protection	ACTIVE	SLPM187	CSD17484F4 TINA-TI Spice Model
CSD17501Q5A	30-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 2.9 mOhm	ACTIVE	SLPM203	CSD17501Q5A TINA-TI Spice Model
CSD17507Q5A	30-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 10.8 mOhm	ACTIVE	SLPM244	CSD17507Q5A TINA-TI Spice Model
CSD17510Q5A	30-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 5.2 mOhm	ACTIVE	SLPM146	CSD17510Q5A TINA-TI Spice Model
CSD17551Q3A	30-V, N channel NexFET™ power MOSFET, single SON 3 mm x 3 mm, 9 mOhm	ACTIVE	SLPM212	CSD17551Q3A TINA-TI Spice Model
CSD17551Q5A	30-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 8.8 mOhm	ACTIVE	SLPM204	CSD17551Q5A TINA-TI Spice Model
CSD17552Q3A	30-V, N channel NexFET™ power MOSFET, single SON 3 mm x 3 mm, 6 mOhm	ACTIVE	SLPM205	CSD17552Q3A TINA-TI Spice Model
CSD17553Q5A	30-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 3.1 mOhm	ACTIVE	SLPM051	CSD17553Q5A TINA-TI Spice Model
CSD17570Q5B	30-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 0.92 mOhm	ACTIVE	SLPM206	CSD17570Q5B TINA-TI Spice Model
CSD17573Q5B	30-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 1.45 mOhm	ACTIVE	SLPM207	CSD17573Q5B TINA-TI Spice Model
CSD17575Q3	30-V, N channel NexFET™ power MOSFET, single SON 3 mm x 3 mm, 3.2 mOhm	ACTIVE	SLPM214	CSD17575Q3 TINA-TI Spice Model
CSD17577Q3A	30-V, N channel NexFET™ power MOSFET, single SON 3 mm x 3 mm, 6.4 mOhm	ACTIVE	SLPM215	CSD17577Q3A TINA-TI Spice Model
CSD17577Q5A	30-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 5.8 mOhm	ACTIVE	SLPM216	CSD17577Q5A TINA-TI Spice Model
CSD17578Q3A	30-V, N channel NexFET™ power MOSFET, single SON 3 mm x 3 mm, 9.4 mOhm	ACTIVE	SLPM208	CSD17578Q3A TINA-TI Spice Model
CSD17579Q3A	30-V, N channel NexFET™ power MOSFET, single SON 3 mm x 3 mm, 14.2 mOhm	ACTIVE	SLPM217	CSD17579Q3A TINA-TI Spice Model
CSD17585F5	30-V, N channel NexFET™ power MOSFET, single LGA 0.8 mm x 1.5 mm, 33 mOhm, gate ESD protection	ACTIVE	SLPM262	CSD17585F5 TINA-TI Spice Model
CSD18501Q5A	40-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 3.2 mOhm	ACTIVE	SLPM085	CSD18501Q5A TINA-TI Spice Model
CSD18502Q5B	40-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 2.3 mOhm	ACTIVE	SLPM086	CSD18502Q5B TINA-TI Spice Model
CSD18503Q5A	40-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 4.3 mOhm	ACTIVE	SLPM087	CSD18503Q5A TINA-TI Spice Model
CSD18504Q5A	40-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 6.6 mOhm	ACTIVE	SLPM088	CSD18504Q5A TINA-TI Spice Model
CSD18509Q5B	40-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 1.2 mOhm	ACTIVE	SLPM218	CSD18509Q5B TINA-TI Spice Model
CSD18510Q5B	40-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 0.96 mOhm	ACTIVE	SLPM321	CSD18510Q5B TINA-TI Spice Model
CSD18531Q5A	60-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 4.6 mOhm	ACTIVE	SLPM219	CSD18531Q5A TINA-TI Spice Model
CSD18532Q5B	60-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 3.2 mOhm	ACTIVE	SLPM220	CSD18532Q5B TINA-TI Spice Model
CSD18533KCS	60-V, N channel NexFET™ power MOSFET, single TO-220, 6.3 mOhm	ACTIVE	SLPM221	CSD18533KCS TINA-TI Spice Model
CSD18533Q5A	60-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 5.9 mOhm	ACTIVE	SLPM222	CSD18533Q5A TINA-TI Spice Model
CSD18534KCS	60-V, N channel NexFET™ power MOSFET, single TO-220, 9.5 mOhm	ACTIVE	SLPM224	CSD18534KCS TINA-TI Spice Model
CSD18534Q5A	60-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 9.8 mOhm	ACTIVE	SLPM223	CSD18534Q5A TINA-TI Spice Model
CSD18537NKCS	60-V, N channel NexFET™ power MOSFET, single TO-220, 14 mOhm	ACTIVE	SLPM225	CSD18537NKCS TINA-TI Spice Model
CSD18537NQ5A	60-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 13 mOhm	ACTIVE	SLPM226	CSD18537NQ5A TINA-TI Spice Model
CSD18540Q5B	60-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 2.2 mOhm	ACTIVE	SLPM227	CSD18540Q5B TINA-TI Spice Model
CSD18541F5	60-V, N channel NexFET™ power MOSFET, single LGA 1.5  mm x 0.8mm, 65 mOhm, gate ESD protection	ACTIVE	SLPM228	CSD18541F5 TINA-TI Spice Model
CSD18543Q3A	60-V, N channel NexFET™ power MOSFET, single SON 3 mm x 3 mm, 9.9 mOhm	ACTIVE	SLPM313	CSD18543Q3A TINA-TI Spice Model
CSD19502Q5B	80-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 4.1 mOhm	ACTIVE	SLPM163	CSD19502Q5B TINA-TI Spice Model
CSD19506KCS	80-V, N channel NexFET™ power MOSFET, single TO-220, 2.3 mOhm	ACTIVE	SLPM229	CSD19506KCS TINA-TI Spice Model
CSD19531KCS	100-V, N channel NexFET™ power MOSFET, single TO-220, 7.7 mOhm	ACTIVE	SLPM137	CSD19531KCS TINA-TI Spice Model
CSD19531Q5A	100-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 6.4 mOhm	ACTIVE	SLPM111A	CSD19531Q5A TINA-TI Spice Model (Rev. A)
CSD19532KTT	100-V, N channel NexFET™ power MOSFET, single D2PAK, 5.6 mOhm	ACTIVE	SLPM314	CSD19532KTT TINA-TI Spice Model
CSD19532Q5B	100-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 4.9 mOhm	ACTIVE	SLPM230	CSD19532Q5B TINA-TI Spice Model
CSD19533Q5A	100-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 9.5 mOhm	ACTIVE	SLPM306	CSD19533Q5A TINA-TI Spice Model
CSD19534KCS	100-V, N channel NexFET™ power MOSFET, single TO-220, 16.5 mOhm	ACTIVE	SLPM182	CSD19534KCS TINA-TI Spice Model
CSD19534Q5A	100-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 15.1 mOhm	ACTIVE	SLPM324	CSD19534Q5A TINA-TI Spice Model
CSD19535KCS	100-V, N channel NexFET™ power MOSFET, single TO-220, 3.6 mOhm	ACTIVE	SLPM231	CSD19535KCS TINA-TI Spice Model
CSD19535KTT	100-V, N channel NexFET™ power MOSFET, single D2PAK, 3.4 mOhm	ACTIVE	SLPM232	CSD19535KTT TINA-TI Spice Model
CSD19536KCS	100-V, N channel NexFET™ power MOSFET, single TO-220, 2.7 mOhm	ACTIVE	SLPM118	CSD19536KCS TINA-TI Spice Model
CSD19536KTT	100-V, N channel NexFET™ power MOSFET, single D2PAK, 2.4 mOhm	ACTIVE	SLPM233	CSD19536KTT TINA-TI Spice Model
CSD19537Q3	100-V, N channel NexFET™ power MOSFET, single SON 3 mm x 3 mm, 14.5 mOhm	ACTIVE	SLPM234	CSD19537Q3 TINA-TI Spice Model
CSD19538Q2	100-V, N channel NexFET™ power MOSFET, single SON 2 mm x 2 mm, 59 mOhm	ACTIVE	SLPM235	CSD19538Q2 TINA-TI Spice Model
CSD22206W	-8V, P channel NexFET™ power MOSFET, single WLP 1.5 mm x 1.5 mm, 5.7 mOhm, gate ESD protection	ACTIVE	SLPM317	CSD22206W TINA-TI Spice Model
CSD23285F5	-12-V, P channel NexFET™ power MOSFET, single LGA 0.8 mm x 1.5 mm, 35 mOhm, gate ESD protection	ACTIVE	SLPM236	CSD23285F5 TINA-TI Spice Model
CSD23381F4	-12-V, P channel NexFET™ power MOSFET, single LGA 0.6 mm x 1 mm, 175 mOhm, gate ESD protection	ACTIVE	SLPM091A	CSD23381F4 TINA-TI Spice Model (Rev. A)
CSD23382F4	-12-V, P channel NexFET™ power MOSFET, single LGA 0.6 mm x 1 mm, 76 mOhm, gate ESD protection	ACTIVE	SLPM290	CSD23382F4 TINA-TI Transient Spice Model
CSD25213W10	-20-V, P channel NexFET™ power MOSFET, single WLP 1 mm x 1 mm, 47 mOhm, gate ESD protection	ACTIVE	SLPM272	CSD25213W10 TINA-TI Spice Model
CSD25310Q2	-20-V, P channel NexFET™ power MOSFET, single SON  2 mm x 2 mm, 23.9 mOhm	ACTIVE	SLPM123	CSD25310Q2 TINA-TI Spice Model
CSD25402Q3A	-20-V, P channel NexFET™ power MOSFET, single SON  3 mm x 3 mm, 8.9 mOhm	ACTIVE	SLPM124A	CSD25402Q3A TINA-TI Spice Model (Rev. A)
CSD25404Q3	-20-V, P channel NexFET™ power MOSFET, single SON  3 mm x 3 mm, 6.5 mOhm	ACTIVE	SLPM237	CSD25404Q3 TINA-TI Spice Model
CSD25480F3	-20-V, P channel NexFET™ power MOSFET, single LGA 0.6 mm x 0.7 mm, 159 mOhm, gate ESD protection	ACTIVE	SLPM323	CSD25480F3 TINA-TI Spice Model
CSD25481F4	-20-V, P channel NexFET™ power MOSFET, single LGA 0.6 mm x 1 mm, 105 mOhm, gate ESD protection	ACTIVE	SLPM238	CSD25481F4 TINA-TI Spice Model
CSD25483F4	-20-V, P channel NexFET™ power MOSFET, single LGA 0.6 mm x 1 mm, 245 mOhm, gate ESD protection	ACTIVE	SLPM239	CSD25483F4 TINA-TI Spice Model
CSD25485F5	-20-V, P channel NexFET™ power MOSFET, single LGA 0.8 mm x 1.5 mm, 42 mOhm, gate ESD protection	ACTIVE	SLPM265	CSD25485F5 TINA-TI Spice Model
CSD85302L	20-V, N channel NexFET™ power MOSFET, dual common drain LGA 1.35 mm x 1.35 mm, 24 mOhm, gate ESD pro	ACTIVE	SLPM273	CSD85302L TINA-TI Spice Model
CSD86330Q3D	25-V, N channel synchronous buck NexFET™ power MOSFET, SON 3 mm x 3 mm power block, 20 A	ACTIVE	SLPM036	CSD86330Q3D TINA-TI Spice Model
CSD88539ND	60-V, N channel NexFET™ power MOSFET, dual SO-8, 28 mOhm	ACTIVE	SLPM189	CSD88539ND TINA-TI Spice Model
CSD95379Q3M	Synchronous Buck NexFET Power Stage, CSD95379Q3M	ACTIVE	SLPM310	CSD95379Q3M TINA-TI Spice Model
CSD95480RWJ	70A Synchronous Buck NexFET™ Smart Power Stage in an Industry Standard Footprint	ACTIVE	SLPM246	CSD95480RWJ TINA-TI Spice Model
CSD95482RWJ	40A Synchronous Buck NexFET™ Smart Power Stage in an Industry Standard Footprint	ACTIVE	SLPM285	CSD95482RWJ TINA-TI Transient Spice Model
CSD95491Q5MC	20 V 60 A SON 5 x 6 mm DualCool synchronous buck NexFET™ power stage	ACTIVE	SLPM255	CSD95491Q5MC TINA-TI Transient Spice Model
CSD95492QVM	20A Synchronous Buck NexFET Smart Power Stage in small 4x5 SON Package	ACTIVE	SLPM252	CSD95492QVM TINA-TI Transient Spice Model
CSD95496QVM	40A Synchronous Buck NexFET Smart Power Stage in small 4x5 SON Package	ACTIVE	SLPM250A	CSD95496QVM TINA-TI Transient Spice Model (Rev. A)
CSD97370Q5M	30 V 25 A SON 5 x 6 mm synchronous buck NexFET™ power stage	ACTIVE	SLPM256	CSD97370Q5M TINA-TI Spice Transient Model
CSD97374Q4M	30V 25A SON 3.5 x 4.5mm synchronous buck NexFET™ power stage	ACTIVE	SLPM108	CSD97374CQ4M TINA-TI Spice Transient Model
CSD97394Q4M	CSD97394Q4M Synchronous Buck NexFET&trade; Power Stage	ACTIVE	SLPM282	CSD97394Q4M TINA-TI Transient Spice Model
CSD97395Q4M	CSD97395Q4M High Frequency Synchronous Buck NexFET&trade; Power Stage	ACTIVE	SLPM280	CSD97395Q4M TINA-TI Transient Spice Model
DAC161P997	Single-Wire 16-bit DAC for 4-20mA Loops	ACTIVE	SNAM146	DAC161P997 TINA-TI Transient Spice Model
DAC161S997	16-Bit Precision DAC With Internal Reference and 4mA-to-20mA Current Loop Drive	ACTIVE	SNAM146	DAC161P997 TINA-TI Transient Spice Model
DAC3482	Dual-Channel, 16-Bit, 1.25-GSPS, 1x-16x Interpolating Digital-to-Analog Converter (DAC)	ACTIVE	SLUC481	TINA-TI SPICE Models: Analog Interfacing Networks for DAC348x and Modulators
DAC3484	Quad-Channel, 16-Bit, 1.25-GSPS, 1x-16x Interpolating Digital-to-Analog Converter (DAC)	ACTIVE	SLUC481	TINA-TI SPICE Models: Analog Interfacing Networks for DAC348x and Modulators
DAC34H84	Quad-Channel, 16-Bit, 1.25-GSPS, 1x-16x Interpolating Digital-to-Analog Converter (DAC)	ACTIVE	SLUC481	TINA-TI SPICE Models: Analog Interfacing Networks for DAC348x and Modulators
DAC34SH84	Quad-Channel, 16-Bit, 1.5-GSPS, 1x-16x Interpolating Digital-to-Analog Converter (DAC)	ACTIVE	SLUC481	TINA-TI SPICE Models: Analog Interfacing Networks for DAC348x and Modulators
DAC5311	8bit, Single Channel, 80uA, 1.8V-5.5V DAC in SC70 Package	ACTIVE	SBAM207A	DAC5311 Parallel TINA-TI Spice Model (Rev. A)
DAC5311	8bit, Single Channel, 80uA, 1.8V-5.5V DAC in SC70 Package	ACTIVE	SBAM210A	DAC5311 Serial TINA-TI Spice Model (Rev. A)
DAC6311	10bit, Single Channel, 80uA, 2.0V-5.5V DAC in SC70 Package	ACTIVE	SBAM213A	DAC6311 Parallel TINA-TI Spice Model (Rev. A)
DAC6311	10bit, Single Channel, 80uA, 2.0V-5.5V DAC in SC70 Package	ACTIVE	SBAM215A	DAC6311 Serial TINA-TI Spice Model (Rev. A)
DAC7311	12-bit, single-channel, ultra-low power DAC in 6-pin SC70 package for battery powered applications	ACTIVE	SBAM219A	DAC7311 Parallel TINA-TI Spice Model (Rev. A)
DAC7311	12-bit, single-channel, ultra-low power DAC in 6-pin SC70 package for battery powered applications	ACTIVE	SBAM222A	DAC7311 Serial TINA-TI Spice Model (Rev. A)
DAC80004	Ultra-Small, true 16-bit quad voltage output DAC with 1LSB INL/DNL	ACTIVE	SLAM290	DAC80004 TINA-TI Spice Model
DAC8311	14bit, Single Channel, 80uA, 2.0V-5.5V DAC in SC70 Package	ACTIVE	SBAM225A	DAC8311 Parallel TINA-TI Spice Model (Rev. A)
DAC8311	14bit, Single Channel, 80uA, 2.0V-5.5V DAC in SC70 Package	ACTIVE	SBAM228A	DAC8311 Serial TINA-TI Spice Model (Rev. A)
DAC8411	16bit, Single Channel, 80uA, 2.0V-5.5V DAC in SC70 Package	ACTIVE	SBAM231A	DAC8411 Parallel TINA-TI Spice Model (Rev. A)
DAC8411	16bit, Single Channel, 80uA, 2.0V-5.5V DAC in SC70 Package	ACTIVE	SBAM234A	DAC8411 Serial TINA-TI Spice Model (Rev. A)
DAC8820	16-Bit, Parallel Input Multiplying DAC	ACTIVE	SBAM237A	DAC8820 TINA-TI Spice Model (Rev. A)
DAC8822	16-bit Dual parallel interface High Accuracy Multiplying DAC	ACTIVE	SBAM240A	DAC8822 TINA-TI Spice Model (Rev. A)
DAC8831	16-Bit, Ultra-Low Power, Voltage Output Digital to Analog Converter	ACTIVE	SLAM305	DAC8831 TINA-TI Transient Spice Model
DRV103	8-V to 32-V PWM low side driver (1.5A/3A) for solenoids, coils, valves, heaters, and lamps	ACTIVE	SBVM003A	DRV103 TINA-TI Spice Model (Rev. A)
DRV104	8-V to 32-V PWM high-side driver (1.2A) for solenoids, coils, valves, heaters, and lamps	ACTIVE	SBVM004A	DRV104 TINA-TI Spice Model (Rev. A)
DRV110	Single-Channel Relay, Solenoid, Valve Low-Side Controller With Current Regulation	ACTIVE	SBWM003A	DRV110 TINA-TI Transient Spice Model (Rev. A)
DRV120	DRV120 Single-Channel Relay, Solenoid, Valve Low-Side Driver With Current Regulation	ACTIVE	SLVM628	DRV120 TINA-TI Transient Spice Model
DRV134	Audio Balanced Line Driver offered in PDIP and SOL-16	ACTIVE	SBOM213	DRV134 TINA-TI Spice Model
DRV134	Audio Balanced Line Driver offered in PDIP and SOL-16	ACTIVE	SBOM213A	DRV134 TINA-TI Spice Model (Rev. A)
DRV135	Audio Balanced Line Drivers offered in SOIC-8	ACTIVE	SBOM214A	DRV135 TINA-TI Spice Model (Rev. A)
DRV2510-Q1	Automotive 3A haptic driver for solenoids with integrated diagnostics and load-dump protection	ACTIVE	SLOM396	TAS5421 TINA-TI Spice Model
DRV2511-Q1	Automotive 8A haptic driver for solenoids with integrated fault-protection	ACTIVE	SLOM424	DRV2511Q1 TINA-TI Spice Model
DRV2665	Haptic driver for piezo with integrated 105-V boost converter and DAC	ACTIVE	SLOM319	DRV2665 TINA-TI Transient Spice Model
DRV2700	Industrial piezo driver with integrated 105-V boost converter in QFN package	ACTIVE	SLOM388	DRV2700 TINA-TI Spice Model
DRV2700	Industrial piezo driver with integrated 105-V boost converter in QFN package	ACTIVE	SLOM403A	DRV2700 HV TINA-TI Transient Spice Model (Rev. A)
DRV3205-Q1	Automotive 12-V & 24-V battery 3-phase gate driver with current shunt amplifiers & enhanced protecti	ACTIVE	SLVMBK3	DRV3205Q1 TINA-TI Spice Model
DRV595	15V/±4A High-Efficiency PWM Power Driver	ACTIVE	SLOM342A	DRV595DAP TINA-TI Spice Model (Rev. A)
DRV603	3-Vrms DirectPath™; pop-free, variable input gain line driver with trimmed DC offset	ACTIVE	SLOM234	DRV603 TINA-TI Spice Transient Model
DRV612	2-Vrms DirectPath™; pop-free line driver with programmable fixed gain	ACTIVE	SLOM210	DRV612 TINA-TI Transient Spice Model 
DRV632	2-VRMS DirectPath™ line driver with adjustable gain	ACTIVE	SLOM207C	DRV632 TINA-TI (Transient) Spice Model (Rev. C)
DRV8301	65-V max 3-phase gate driver with buck regulator, current shunt amplifiers & SPI	ACTIVE	SPNM068	DRV8301 TINA-TI Spice Model
DRV8307	42-V max sensored trapezoidal control 3-phase BLDC gate driver	ACTIVE	SLVMBY7	DRV8307 TINA-TI Transient Spice Model
DRV8662	Haptic driver for piezo with integrated 105-V boost converter in QFN package	ACTIVE	SLOM224	DRV8662 TINA-TI Spice Model
DRV8701	47-V H-bridge smart gate driver	ACTIVE	SLVMB81	DRV8701 TINA-TI Transient Spice Model
INA101	Very High Accuracy Instrumentation Amplifier	ACTIVE	SBOM295B	INA101 TINA-TI SPICE Model (Rev. B)
INA103	Low Noise, Low Distortion Instrumentation Amplifier	ACTIVE	SBOM205A	INA103 TINA-TI Spice Model (Rev. A)
INA105	Precision Unity Gain Differential Amplifier	ACTIVE	SBOM296A	INA105 TINA-TI Spice Model (Rev. A)
INA111	High Speed FET-Input Instrumentation Amplifier	ACTIVE	SBOM206A	INA111 TINA-TI Spice Model (Rev. A)
INA114	1-MHz, 50-μV, 11-nV/√Hz, 3mA-power, precision instrumentation amplifier	ACTIVE	SBOM207A	INA114 TINA-TI Spice Model (Rev. A)
INA117	High Common-Mode Voltage Difference Amplifier	ACTIVE	SBOM208A	INA117 TINA-TI Spice Model (Rev. A)
INA117	High Common-Mode Voltage Difference Amplifier	ACTIVE	SBOMBU0	INA117 Linear Operation Checker (TINA-TI)
INA118	Precision, Low Power Instrumentation Amplifier	ACTIVE	SBFC023A	INA118 TINA-TI Spice Model (Rev. A)
INA122	Single Supply, MicroPower Instrumentation Amplifier	ACTIVE	SBOM211A	INA122 TINA-TI Spice Model (Rev. A)
INA126	36V microPower (175-µA), 250-µV offset, precision instrumentation amplifier	ACTIVE	SBOM210A	INA126 TINA-TI Spice Model (Rev. A)
INA128	Precision, 130-dB CMRR, 700-µA, Low-Power, Instrumentation Amplifier	ACTIVE	SBOM763	INA128 TINA TI Spice Model
INA129	Precision, Low Power Instrumentation Amplifiers	ACTIVE	SBOM212B	INA129 TINA-TI Spice Model (Rev. B)
INA132	Low Power, Single-Supply Difference Amplifier	ACTIVE	SBOM216A	INA132 TINA-TI Spice Model (Rev. A)
INA133	1.5-MHz, 450-µV offset, 0.95-mA power, precision difference amplifier	ACTIVE	SBOM217A	INA133 TINA-TI Spice Model (Rev. A)
INA134	Single, Audio Differential Line Receivers, 0dB (G=1)	ACTIVE	SBOM218A	INA134 TINA-TI Spice Model (Rev. A)
INA137	Single, Audio Differential Line Receivers, +-6dB (G=1/2 or 2)	ACTIVE	SBFC022A	INA137 TINA-TI Spice Model (Rev. A)
INA138	2.7 to 36V, 800kHz Variable gain current sense amplifier	ACTIVE	SBFC024	INA138 TINA-TI Spice Model
INA138-Q1	AEC-Q100, 2.7 to 36V, 800kHz Variable gain current sense amplifier	ACTIVE	SBFC024	INA138 TINA-TI Spice Model
INA139	2.7 to 36V, 440kHz Variable gain current sense amplifier	ACTIVE	SBOM947	INA139 TINA-TI Spice Model
INA139-Q1	AEC-Q100, 2.7 to 36V, 440kHz Variable gain current sense amplifier	ACTIVE	SBOM947	INA139 TINA-TI Spice Model
INA143	High speed (5-V/µs), 250-µV offset, G= 10 or G= 0.1 precision difference amplifier	ACTIVE	SBFC025A	INA143 TINA-TI Spice Model (Rev. A)
INA145	Programmable Gain Difference Amplifier	ACTIVE	SBFC026	INA145 TINA-TI Spice Model
INA145	Programmable Gain Difference Amplifier	ACTIVE	SBFC026A	INA145 TINA-TI Spice Model (Rev. A)
INA146	High-Voltage, Programmable Gain Difference Amplifier	ACTIVE	SBFC027A	INA146 TINA-TI Spice Model (Rev. A)
INA148	+-200V Common-Mode Voltage Difference Amplifier	ACTIVE	SBFC028A	INA148 TINA-TI Spice Model (Rev. A)
INA148	+-200V Common-Mode Voltage Difference Amplifier	ACTIVE	SBOMBK8	INA148 TINA-TI Linear Operation Checker
INA149	High Common Mode Voltage Difference Amplifier	ACTIVE	SBOM668	INA149 TINA-TI Spice Model
INA149	High Common Mode Voltage Difference Amplifier	ACTIVE	SBOMBK9	INA149 TINA-TI Linear Operation Checker
INA149-EP	Enhanced Product High Common Mode Voltage Difference Amplifier	ACTIVE	SBOM668	INA149 TINA-TI Spice Model
INA152	Single-Supply Difference Amplifier	ACTIVE	SBOM202A	INA152 TINA-TI Spice Model (Rev. A)
INA154	High-Speed, Precision Difference Amplifier (G = 1)	ACTIVE	SBFC029A	INA154 TINA-TI Spice Model (Rev. A)
INA155	5.5-V single-Supply, 550-KHz (G=10), 6.5-V/µs slew rate, 1-mV offset, RRO, CMOS instrumentation a	ACTIVE	SBOM219A	INA155 TINA-TI Spice Model (Rev. A)
INA157	High-Speed, Precision Difference Amplifier	ACTIVE	SBOM220A	INA157 TINA-TI Spice Model (Rev. A)
INA159	High-Speed, Precision Gain of 0.2 Level Translation Difference Amplifier	ACTIVE	SBOM161A	INA159 TINA-TI Spice Model (Rev. A)
INA1620	High-fidelity audio operational amplifier with integrated thin-film resistors and EMI filtering	ACTIVE	SBOMAL6A	INA1620 TINA-TI Spice Model (Rev. A)
INA163	Low-Noise Low-Distortion Instrumentation Amplifier	ACTIVE	SBOM221A	INA163 TINA-TI Spice Model (Rev. A)
INA1650	Dual SoundPlus™ high common-mode rejection (91-dB), low THD+N (-120-dB) differential line receiver	ACTIVE	SBOMAB0C	INA1650 TINA-TI Spice Model (Rev. C)
INA1650-Q1	Automotive, High Common-mode Rejection, Low Distortion Differential Audio Line Receiver	ACTIVE	SBOMAB0C	INA1650 TINA-TI Spice Model (Rev. C)
INA1651	Soundplus™ high common-mode rejection (91-dB), low THD+N (-120 dB) differential line receiver	ACTIVE	SBOMAR7A	INA1651 TINA-TI Spice Model (Rev. A)
INA168	2.7 to 60V, 800kHz Variable gain current sense amplifier	ACTIVE	SBOM222A	INA168 TINA-TI Spice Model (Rev. A)
INA168-Q1	AEC-Q100, 2.7 to 60V, 800kHz Variable gain current sense amplifier	ACTIVE	SBOM222A	INA168 TINA-TI Spice Model (Rev. A)
INA169	2.7 to 60V, 440kHz Variable gain current sense amplifier	ACTIVE	SBOM223B	INA169 TINA-TI Spice Model (Rev. B)
INA169-Q1	AEC-Q100, 2.7 to 60V, 440kHz Variable gain current sense amplifier	ACTIVE	SBOM223B	INA169 TINA-TI Spice Model (Rev. B)
INA170	2.7 to 60V, bi-directional, 400kHz Variable gain current sense amplifier	ACTIVE	SBOM224B	INA170 TINA-TI Spice Model (Rev. B)
INA180	26V, 350kHz current sense amplifier	ACTIVE	SBOMAD2A	INA180 TINA-TI Spice Model (Rev. A)
INA180-Q1	AEC-Q100, 26V, 350kHz current sense amplifier	ACTIVE	SBOMAD2A	INA180 TINA-TI Spice Model (Rev. A)
INA181	26V, bi-directional, 350kHz current sense amplifier	ACTIVE	SBOMAD3A	INA181 TINA-TI Spice Model (Rev. A)
INA181-Q1	AEC-Q100, 26V, bi-directional, 350kHz current sense amplifier	ACTIVE	SBOMAD3A	INA181 TINA-TI Spice Model (Rev. A)
INA185	26V, 350kHz, bi-directional, high-precision current sense amplifier in ultra small (sot-563) package	ACTIVE	SBOMAY4	INA185 TINA-TI Spice Model
INA186	40-V, bidirectional, high-precision current sense amplifier with picoamp input bias & ENABLE	ACTIVE	SBOMAY0A	INA186 TINA-TI Spice Model (Rev. A)
