Generic Part Number	Device Description	Marketing Status	Literature Number	Literature Description
74AC11000	4-ch, 2-input, 3-V to 5.5-V NAND gates	ACTIVE	SDFM030	74AC11000 Behavioral SPICE Model
74AC11004	6-ch, 3-V to 5.5-V inverters	ACTIVE	SCAM066	74AC11004 Behavioral SPICE Model
74AC11008	4-ch, 2-input, 3-V to 5.5-V AND gates	ACTIVE	SCAM068	74AC11008 Behavioral SPICE Model
74AC11032	4-ch, 2-input, 3-V to 5.5-V OR gates	ACTIVE	SCAM067	74AC11032 Behavioral SPICE Model
74AC11086	4-ch, 2-input, 3-V to 5.5-V XOR (exclusive OR) gates	ACTIVE	SCAM069	74AC11086 Behavioral SPICE Model
74AC11240	8-ch, 3-V to 5.5-V inverters with 3-state outputs	ACTIVE	SCAM070	74AC11240 Behavioral SPICE Model
74AC11244	8-ch, 3-V to 5.5-V buffers with 3-state outputs	ACTIVE	SCAM071	74AC11244 Behavioral SPICE Model
74AC16244	16-ch, 3-V to 5.5-V buffers with 3-state outputs	ACTIVE	SCAM142	74AC16244 Behavioral SPICE Model
74ACT11000	4-ch, 2-input, 4.5-V to 5.5-V NAND gates with TTL-compatible CMOS inputs	ACTIVE	SCAM072	74ACT11000 Behavioral SPICE Model
74ACT11004	6-ch, 4.5-V to 5.5-V inverters with TTL-compatible CMOS inputs	ACTIVE	SCAM074	74ACT11004 Behavioral SPICE Model
74ACT11008	4-ch, 2-input, 4.5-V to 5.5-V AND gates with TTL-compatible CMOS inputs	ACTIVE	SCAM073	74ACT11008 Behavioral SPICE Model
74ACT11030	Single 8-input, 4.5-V to 5.5-V NAND gate with TTL-compatible CMOS inputs	ACTIVE	SCAM075	74ACT11030 Behavioral SPICE Model
74ACT11032	4-ch, 2-input, 4.5-V to 5.5-V OR gates with TTL-compatible CMOS inputs	ACTIVE	SCAM076	74ACT11032 Behavioral SPICE Model
74ACT11240	8-ch, 4.5-V to 5.5-V inverters with TTL-compatible CMOS inputs and 3-state outputs	ACTIVE	SCAM077	74ACT11240 Behavioral SPICE Model
74ACT11244	8-ch, 4.5-V to 5.5-V buffers with TTL-compatible CMOS inputs and 3-state outputs	ACTIVE	SCAM078	74ACT11244 Behavioral SPICE Model
74ACT16240	16-ch, 4.5-V to 5.5-V inverters with TTL-compatible CMOS inputs and 3-state outputs	ACTIVE	SCAM079	74ACT16240 Behavioral SPICE Model
74ACT16244	16-ch, 4.5-V to 5.5-V buffers with TTL-compatible CMOS inputs and 3-state outputs	ACTIVE	SCAM080	74ACT16244 Behavioral SPICE Model
74ACT16541	16-ch, 4.5-V to 5.5-V buffers with TTL-compatible CMOS inputs and 3-state outputs	ACTIVE	SCAM081	74ACT16541 Behavioral SPICE Model
74ACT16827	20-ch, 4.5-V to 5.5-V buffers with TTL-compatible CMOS inputs and 3-state outputs	ACTIVE	SCAM083	74ACT16827 Behavioral SPICE Model
ACF2101	Low Noise, Dual Switched Integrator	ACTIVE	SBFM001A	ACF2101 PSpice Model (Rev. A)
ADC3421	Quad-channel 12-bit 25-MSPS analog-to-digital converter (ADC)	ACTIVE	SLAM228	ADC3xxx Pspice Model
ADC3421-Q1	Automotive quad-channel 12-bit 25-MSPS analog-to-digital converter (ADC)	ACTIVE	SLAM228	ADC3xxx Pspice Model
ADC3422	Quad-Channel, 12-Bit, 50-MSPS Analog-to-Digital Converter (ADC)	ACTIVE	SLAM228	ADC3xxx Pspice Model
ADC3423	Quad-Channel, 12-Bit, 80-MSPS Analog-to-Digital Converter (ADC)	ACTIVE	SLAM228	ADC3xxx Pspice Model
ADC3424	Quad-Channel, 12-Bit, 125-MSPS Analog-to-Digital Converter (ADC)	ACTIVE	SLAM228	ADC3xxx Pspice Model
ADC3441	Quad-Channel, 14-Bit, 25-MSPS Analog-to-Digital Converter (ADC)	ACTIVE	SLAM228	ADC3xxx Pspice Model
ADC3442	Quad-Channel, 14-Bit, 50-MSPS Analog-to-Digital Converter (ADC)	ACTIVE	SLAM228	ADC3xxx Pspice Model
ADC3443	Quad-Channel, 14-Bit, 80-MSPS Analog-to-Digital Converter (ADC)	ACTIVE	SLAM228	ADC3xxx Pspice Model
ADC3444	Quad-Channel, 14-Bit, 125-MSPS Analog-to-Digital Converter (ADC)	ACTIVE	SLAM228	ADC3xxx Pspice Model
ADC34J45	Quad-Channel, 14-Bit, 160-MSPS Analog-to-Digital Converter (ADC)	ACTIVE	SLAM231	ADC3xJxx Pspice Model
ADC3660	Dual, 16-bit, 0.5-MSPS to 65-MSPS, low-noise, ultra-low-power analog-to-digital converter (ADC)	ACTIVE	SLOM512	Example Electrosurgery Reference Design
ADS8860	16-bit, 1-MSPS, 1-channel SAR ADC with single-ended input, SPI and daisy chain	ACTIVE	SBAM454B	ADS8860 PSpice Model (Rev. B)
ADS8862	16-Bit, 680-kSPS, 1-Ch SAR ADC with Single-Ended Input, SPI Interface and Daisy-Chain	ACTIVE	SBAM463	ADS8862 PSpice Transient Model
ADS8881	18-Bit, 1-MSPS, 1-Ch SAR ADC with True-Differential Input, SPI Interface and Daisy-Chain	ACTIVE	SBAM462	ADS8881 PSpice Model
ADS9110	18-bit, 2-MSPS, one-channel SAR ADC with enhanced serial peripheral interface (SPI)	ACTIVE	SBAM461A	ADS9110 PSpice Transient Model (Rev. A)
ADS9224R	16-bit, 3-MSPS, dual-channel, simultaneous-sampling SAR ADC with internal reference and enhanced SPI	ACTIVE	SBAM464	ADS9224R PSpice Transient Model
AFE031	1500mA, integrated, powerline communications (PLC) analog front-end for driving low-impedance lin	ACTIVE	SLAM240	AFE031 PSpice Model
AFE5803	Fully Integrated, 8-Channel Ultrasound Analog Front End	ACTIVE	SLOM268	AFE5803 PSpice Model
AFE5807	8-channel analog front end with passive CW mixer for ultrasound	ACTIVE	SLOM264A	AFE5807 PSpice Model (Rev. A)
AFE5807	8-channel analog front end with passive CW mixer for ultrasound	ACTIVE	SLOM272	AFE5807 PSpice Transient Model
AFE5808	8-channel low noise analog front end with passive CW mixer for ultrasound	ACTIVE	SLOM246A	AFE5808 PSpice Model (Rev. A)
AFE5808	8-channel low noise analog front end with passive CW mixer for ultrasound	ACTIVE	SLOM282	AFE5808 PSpice Transient Model
AFE5808A	Fully-Integrated, 8-Channel Ultrasound Analog Front End With Passive CW Mixer	ACTIVE	SLOM257A	AFE5808A PSpice Model (Rev. A)
AFE5808A	Fully-Integrated, 8-Channel Ultrasound Analog Front End With Passive CW Mixer	ACTIVE	SLOM279	AFE5808A PSpice Transient Model
AFE5809	Fully-Integrated, 8-Ch Ultrasound Analog Front End w/ Passive CW Mixer and Digital I/Q Demodulation	ACTIVE	SLOM331	AFE5809 PSpice Transient Model
AFE5809	Fully-Integrated, 8-Ch Ultrasound Analog Front End w/ Passive CW Mixer and Digital I/Q Demodulation	ACTIVE	SLOM334	AFE5809 PSpice Model
ALM2402-Q1	Dual operational amplifier with high current output	ACTIVE	SLOM397D	ALM2402-Q1 PSpice Model (Rev. D)
ALM2402F-Q1	High output current operational amplifier for automotive, dual channel	ACTIVE	SBOMB20B	ALM2402F-Q1 PSpice Model (Rev. B)
ALM2403-Q1	Automotive, dual-channel, high-voltage, power op amp with low distortion for resolver applications	ACTIVE	SBOMBJ4A	ALM2403-Q1 PSpice Model (Rev. A)
AMC1200	±250-mV-input basic isolated amplifier for current sensing	ACTIVE	SBAM289	AMC1200 PSpice Model
AMC1300	±250-mV input, reinforced isolated amplifier with high CMTI for current sensing	ACTIVE	SBAM460	AMC1300 and AMC1300B-Q1 PSpice Model
AMC1300B-Q1	Automotive ±250-mV input, reinforced isolated amplifier with high CMTI for current sensing	ACTIVE	SBAM460	AMC1300 and AMC1300B-Q1 PSpice Model
AMC1301	±250 mV-Input Precision Reinforced Isolated Amplifier for Current Sensing	ACTIVE	SBAM290D	AMC1301 PSpice Model (Rev. D)
AMC1301-Q1	Automotive Precision ±250mV-Input 3µs-Delay Reinforced Isolated Amplifier	ACTIVE	SBAM290D	AMC1301 PSpice Model (Rev. D)
AMC1302	±50-mV-input, high-precision, reinforced isolated amplifier for current sensing	ACTIVE	SBAM458	AMC1302 PSpice Model
AMC1311	2-V input, reinforced isolated amplifier with high CMTI for voltage sensing	ACTIVE	SBAM385A	AMC1311 PSpice Model (Rev. A)
AMC3330	±1-V input, precision reinforced isolated amplifier with integrated DC/DC converter and high CMTI	ACTIVE	SBAM456	AMC3330 and AMC3330-Q1 PSpice Model
AMC3330-Q1	Automotive ±1-V input, precision reinforced isolated amplifier with integrated DC/DC converter	ACTIVE	SBAM456	AMC3330 and AMC3330-Q1 PSpice Model
ATL431	2.5-V low-IQ adjustable precision shunt regulator	ACTIVE	SLVMAS9C	ATL431B PSpice Transient Model (Rev. C)
ATL431	2.5-V low-IQ adjustable precision shunt regulator	ACTIVE	SLVMAT0D	ATL431A PSpice Transient Model (Rev. D)
ATL431	2.5-V low-IQ adjustable precision shunt regulator	ACTIVE	SLVMBJ2B	ATL431A Unencrypted PSpice Transient Model (Rev. B)
ATL431	2.5-V low-IQ adjustable precision shunt regulator	ACTIVE	SLVMBN7	ATL431B Unencrypted PSpice Transient Model
ATL431LI	Low-IQ programmable shunt regulator offered in an ultra-small DQN package	ACTIVE	SLVMCW6	ATL431LI Unencrypted PSpice Transient Model
ATL431LI	Low-IQ programmable shunt regulator offered in an ultra-small DQN package	ACTIVE	SLVMCW7	ATL431LI PSpice Transient Model
ATL431LI	Low-IQ programmable shunt regulator offered in an ultra-small DQN package	ACTIVE	SLVMCX4	TL431LI and ATL431LI Unencrypted PSpice Average Model
ATL431LI	Low-IQ programmable shunt regulator offered in an ultra-small DQN package	ACTIVE	SLVMCX5	TL431LI and ATL431LI PSpice Average Model
ATL431LI-Q1	Automotive, high-bandwidth, low-IQ programmable shunt regulator (pinout: KRA)	ACTIVE	SLVMCW6	ATL431LI Unencrypted PSpice Transient Model
ATL431LI-Q1	Automotive, high-bandwidth, low-IQ programmable shunt regulator (pinout: KRA)	ACTIVE	SLVMCW7	ATL431LI PSpice Transient Model
ATL431LI-Q1	Automotive, high-bandwidth, low-IQ programmable shunt regulator (pinout: KRA)	ACTIVE	SLVMCX4	TL431LI and ATL431LI Unencrypted PSpice Average Model
ATL431LI-Q1	Automotive, high-bandwidth, low-IQ programmable shunt regulator (pinout: KRA)	ACTIVE	SLVMCX5	TL431LI and ATL431LI PSpice Average Model
ATL432	2.5-V precision programmable shunt regulator	ACTIVE	SLVMAT1B	ATL432B PSpice Transient Model (Rev. B)
ATL432	2.5-V precision programmable shunt regulator	ACTIVE	SLVMAT2B	ATL432A PSpice Transient Model (Rev. B)
ATL432	2.5-V precision programmable shunt regulator	ACTIVE	SLVMBN8	ATL432B Unencrypted PSpice Transient Model
ATL432	2.5-V precision programmable shunt regulator	ACTIVE	SLVMBN9	ATL432A Unencrypted PSpice Transient Model
ATL432LI	High-bandwidth, low-IQ programmable shunt regulator (pinout: RKA)	ACTIVE	SLVMCW6	ATL431LI Unencrypted PSpice Transient Model
ATL432LI	High-bandwidth, low-IQ programmable shunt regulator (pinout: RKA)	ACTIVE	SLVMCW7	ATL431LI PSpice Transient Model
ATL432LI-Q1	Automotive, high-bandwidth, low-IQ programmable shunt regulator (pinout: RKA)
;	ACTIVE	SLVMCW6	ATL431LI Unencrypted PSpice Transient Model
ATL432LI-Q1	Automotive, high-bandwidth, low-IQ programmable shunt regulator (pinout: RKA)
;	ACTIVE	SLVMCW7	ATL431LI PSpice Transient Model
ATL432LI-Q1	Automotive, high-bandwidth, low-IQ programmable shunt regulator (pinout: RKA)
;	ACTIVE	SLVMCX4	TL431LI and ATL431LI Unencrypted PSpice Average Model
ATL432LI-Q1	Automotive, high-bandwidth, low-IQ programmable shunt regulator (pinout: RKA)
;	ACTIVE	SLVMCX5	TL431LI and ATL431LI PSpice Average Model
BQ500101	NexFET Power Stage	ACTIVE	SLPM277	BQ500101 PSpice Transient Model
BUF16821	16-CH Gamma-Voltage Generator and Vcom Calibrator with Integrated Two-Bank Memory	ACTIVE	SBOMB83	BUF16821 DAC OUTPUT Unencrypted PSpice Model Package
BUF602	1000MHz,Wide Bandwidth, High-Speed, Closed Loop Buffer	ACTIVE	SBOJ002B	BUF602 PSpice Model (Rev. B)
BUF634	250-mA high-speed buffer - see BUF634A for upgraded version	NRND	SBOM003B	BUF634 PSpice Model (Rev. B)
BUF634A	210-MHz, 250-mA high-speed buffer	ACTIVE	SBOMB63A	BUF634A for PSPICE Library (Rev. A)
CD4001B	4-ch, 2-input, 3-V to 18-V NOR gates	ACTIVE	SCHM025A	CD4001B PSPICE Model (Rev. A)
CD4002B	2-ch, 4-input, 3-V to 18-V NOR gates	ACTIVE	SCHM027	CD4002B PSPICE Model
CD4009UB	CMOS hex inverting buffer/converter	ACTIVE	SCHM028A	CD4009UB PSPICE Model (Rev. A)
CD40106B	6-ch, 3-V to 18-V inverters with Schmitt-Trigger inputs	ACTIVE	SCHM029A	CD40106B PSPICE Model (Rev. A)
CD40107B	2-ch, 2-input, 3-V to 18-V NAND gates with open-drain outputs	ACTIVE	SCHM030A	CD40107B PSPICE Model (Rev. A)
CD4011B	4-ch, 2-input, 3-V to 18-V NAND gates	ACTIVE	SCHM032A	CD4011B PSPICE Model (Rev. A)
CD4012B	2-ch, 4-input, 3-V to 18-V NAND gates	ACTIVE	SCHM023	CD4012B PSPICE Model
CD4023B	4-ch, 2-input, 3-V to 18-V NAND gates	ACTIVE	SCHM022A	CD4023B PSPICE Model (Rev. A)
CD4025B	3-ch, 3-input, 3-V to 18-V NOR gates	ACTIVE	SCHM021	CD4025B PSPICE Model
CD4030B	Quadruple 2-input 3-V to 18-V XOR (exclusive OR) gates	ACTIVE	SCHM020A	CD4030B PSPICE Model (Rev. A)
CD4049UB	6-ch, 3-V to 18-V inverters	ACTIVE	SCHM019A	CD4049UB PSPICE Model (Rev. A)
CD4050B	6-ch, 3-V to 18-V buffers	ACTIVE	SCHM018A	CD4050B PSPICE Model (Rev. A)
CD4069UB	6-ch, 3-V to 18-V inverters	ACTIVE	SCHM017A	CD4069UB PSPICE Model (Rev. A)
CD4071B	4-ch, 2-input, 3-V to 18-V OR gates	ACTIVE	SCHM015A	CD4071B PSPICE Model (Rev. A)
CD4072B	2-ch, 4-input, 3-V to 18-V OR gates	ACTIVE	SCHM014	CD4072B PSPICE Model
CD4073B	3-ch, 3-input, 3-V to 18-V AND gates	ACTIVE	SCHM013A	CD4073B PSPICE Model (Rev. A)
CD4075B	3-ch, 3-input, 3-V to 18-V OR gates	ACTIVE	SCHM012A	CD4075B PSPICE Model (Rev. A)
CD4077B	4-ch, 4-input, 3-V to 18-V XNOR (exclusive NOR) gates	ACTIVE	SCHM011	CD4077B PSPICE Model
CD4077B	4-ch, 4-input, 3-V to 18-V XNOR (exclusive NOR) gates	ACTIVE	SCHM011A	CD4077B Behavioral SPICE Model (Rev. A)
CD4081B	4-ch, 2-input, 3-V to 18-V AND gates	ACTIVE	SCHM010	CD4081B PSPICE Model
CD4081B	4-ch, 2-input, 3-V to 18-V AND gates	ACTIVE	SCHM010A	CD4081B Behavioral SPICE Model (Rev. A)
CD4082B	2-ch, 4-input, 3-V to 18-V AND gates	ACTIVE	SCHM009	CD4082B PSPICE Model
CD4093B	4-ch, 2-input, 3-V to 18-V NAND gates with Schmitt-Trigger inputs	ACTIVE	SCHM024A	CD4093B PSPICE Model (Rev. A)
CD4503B	6-ch, 3-V to 18-V buffers	ACTIVE	SCHM008A	CD4503B Behavioral SPICE Model (Rev. A)
CD74AC00	4-ch, 2-input, 1.5-V to 5.5-V NAND gates	ACTIVE	SCAM084	CD74AC00 Behavioral SPICE Model
CD74AC02	4-ch, 2-input, 1.5-V to 5.5-V NOR gates	ACTIVE	SCHM034	CD74AC02 Behavioral SPICE Model
CD74AC04	8-ch, 1.5-V to 5.5-V inverters	ACTIVE	SCHM035	CD74AC04 Behavioral SPICE Model
CD74AC05	8-ch, 1.5-V to 5.5-V inverters with open-drain outputs	ACTIVE	SCHM036	CD74AC05 Behavioral SPICE Model
CD74AC08	4-ch, 2-input, 1.5-V to 5.5-V AND gates	ACTIVE	SCHM037	CD74AC08 Behavioral SPICE Model
CD74AC10	3-ch, 3-input, 1.5-V to 5.5-V NAND gates	ACTIVE	SCHM038	CD74AC10 Behavioral SPICE Model
CD74AC14	6-ch, 1.5-V to 5.5-V inverters with Schmitt-Trigger inputs	ACTIVE	SCHM039	CD74AC14 Behavioral SPICE Model
CD74AC20	2-ch, 4-input, 1.5-V to 5.5-V NAND gates	ACTIVE	SCHM040	CD74AC20 Behavioral SPICE Model
CD74AC240	8-ch, 1.5-V to 5.5-V inverters with 3-state outputs	ACTIVE	SCHM041	CD74AC240 Behavioral SPICE Model
CD74AC244	8-ch, 1.5-V to 5.5-V buffers with 3-state outputs	ACTIVE	SCHM042	CD74AC244 Behavioral SPICE Model
CD74AC32	4-ch, 2-input, 1.5-V to 5.5-V OR gates	ACTIVE	SCHM043	CD74AC32 Behavioral SPICE Model
CD74AC540	8-ch, 1.5-V to 5.5-V inverters with 3-state outputs	ACTIVE	SCHM044	CD74AC540 Behavioral SPICE Model
CD74AC541	8-ch, 1.5-V to 5.5-V buffers with 3-state outputs	ACTIVE	SCHM045	CD74AC541 Behavioral SPICE Model
CD74AC86	4-ch, 2-input, 1.5-V to 5.5-V XOR (exclusive OR) gates	ACTIVE	SCHM046	CD74AC86 Behavioral SPICE Model
CD74ACT00	4-ch, 2-input, 4.5-V to 5.5-V NAND gates with TTL-compatible CMOS inputs	ACTIVE	SCHM047	CD74ACT00 Behavioral SPICE Model
CD74ACT02	4-ch, 2-input, 4.5-V to 5.5-V NOR gates with TTL-compatible CMOS inputs	ACTIVE	SCHM048	CD74ACT02 Behavioral SPICE Model
CD74ACT04	6-ch, 4.5-V to 5.5-V inverters with TTL-compatible CMOS inputs	ACTIVE	SCHM049	CD74ACT04 Behavioral SPICE Model
CD74ACT05	6-ch, 4.5-V to 5.5-V inverters with TTL-compatible CMOS inputs and open-drain outputs	ACTIVE	SCHM050	CD74ACT05 Behavioral SPICE Model
CD74ACT08	4-ch, 2-input, 4.5-V to 5.5-V AND gates with TTL-compatible CMOS inputs	ACTIVE	SCHM051	CD74ACT08 Behavioral SPICE Model
CD74ACT10	3-ch, 3-input, 4.5-V to 5.5-V NAND gates with TTL-compatible CMOS inputs	ACTIVE	SCHM052	CD74ACT10 Behavioral SPICE Model
CD74ACT14	6-ch, 4.5-V to 5.5-V inverters with Schmitt-Trigger inputs	ACTIVE	SCHM053	CD74ACT14 Behavioral SPICE Model
CD74ACT20	2-ch, 4-input, 4.5-V to 5.5-V NAND gates with TTL-compatible CMOS inputs	ACTIVE	SCHM054	CD74ACT20 Behavioral SPICE Model
CD74ACT240	8-ch, 4.5-V to 5.5-V inverters with TTL-compatible CMOS inputs and 3-state outputs	ACTIVE	SCHM055	CD74ACT240 Behavioral SPICE Model
CD74ACT241	8-ch, 4.5-V to 5.5-V buffers with TTL-compatible CMOS inputs and 3-state outputs	ACTIVE	SCHM056	CD74ACT241 Behavioral SPICE Model
CD74ACT244	8-ch, 4.5-V to 5.5-V buffers with TTL-compatible CMOS inputs and 3-state outputs	ACTIVE	SCHM057	CD74ACT244 Behavioral SPICE Model
CD74ACT32	4-ch, 2-input, 4.5-V to 5.5-V OR gates with TTL-compatible CMOS inputs	ACTIVE	SCHM058	CD74ACT32 Behavioral SPICE Model
CD74ACT540	8-ch, 4.5-V to 5.5-V inverters with TTL-compatible CMOS inputs and 3-state outputs	ACTIVE	SCHM059	CD74ACT540 Behavioral SPICE Model
CD74ACT541	8-ch, 4.5-V to 5.5-V buffers with TTL-compatible CMOS inputs and 3-state outputs	ACTIVE	SCHM060	CD74ACT541 Behavioral SPICE Model
CD74ACT86	4-ch, 2-input, 4.5-V to 5.5-V XOR (exclusive OR) gates with TTL-compatible CMOS inputs	ACTIVE	SCHM061	CD74ACT86 Behavioral SPICE Model
CD74FCT244	8-ch, 4.75-V to 5.25-V buffers with TTL-compatible CMOS inputs and 3-state outputs	ACTIVE	SCHM062	CD74FCT244 Behavioral SPICE Model
CD74FCT244AT	8-ch, 4.75-V to 5.25-V buffers with TTL-compatible CMOS inputs and 3-state outputs	ACTIVE	SCHM063	CD74FCT244AT Behavioral SPICE Model
CD74FCT541	8-ch, 4.75-V to 5.25-V buffers with TTL-compatible CMOS inputs and 3-state outputs	ACTIVE	SCHM064	CD74FCT541 Behavioral SPICE Model
CD74HC00	4-ch, 2-input, 2-V to 6-V NAND gates	ACTIVE	SCHM065	CD74HC00 Behavioral SPICE Model
CD74HC02	4-ch, 2-input, 2-V to 6-V NOR gates	ACTIVE	SCHM066	CD74HC02 Behavioral SPICE Model
CD74HC03	4-ch, 2-input, 2-V to 6-V NAND gates with open-drain outputs	ACTIVE	SCHM067	CD74HC03 Behavioral SPICE Model
CD74HC04	8-ch, 2-V to 6-V inverters	ACTIVE	SCHM068	CD74HC04 Behavioral SPICE Model
CD74HC08	4-ch, 2-input, 2-V to 6-V AND gates	ACTIVE	SCHM069	CD74HC08 Behavioral SPICE Model
CD74HC08-Q1	Automotive 4-ch, 2-input, 2-V to 6-V AND gates	ACTIVE	SCHM069	CD74HC08 Behavioral SPICE Model
CD74HC10	3-ch, 3-input, 2-V to 6-V NAND gates	ACTIVE	SCHM070	CD74HC10 Behavioral SPICE Model
CD74HC11	3-ch, 3-input, 2-V to 6-V AND gates	ACTIVE	SCHM071	CD74HC11 Behavioral SPICE Model
CD74HC125	4-ch, 2-V to 6-V buffers with 3-state outputs	ACTIVE	SCHM072	CD74HC125 Behavioral SPICE Model
CD74HC125-Q1	Automotive 4-ch, 2-V to 6-V buffers with 3-state outputs	ACTIVE	SCHM072	CD74HC125 Behavioral SPICE Model
CD74HC126	4-ch, 2-V to 6-V buffers with 3-state outputs	ACTIVE	SCHM073	CD74HC126 Behavioral SPICE Model
CD74HC132	4-ch, 2-input, 2-V to 6-V NAND gates with Schmitt-Trigger inputs	ACTIVE	SCHM074	CD74HC132 Behavioral SPICE Model
CD74HC14	6-ch, 2-V to 6-V inverters with Schmitt-Trigger inputs	ACTIVE	SCHM075	CD74HC14 Behavioral SPICE Model
CD74HC240	8-ch, 2-V to 6-V inverters with 3-state outputs	ACTIVE	SCHM076	CD74HC240 Behavioral SPICE Model
CD74HC241	8-ch, 2-V to 6-V buffers with 3-state outputs	ACTIVE	SCHM077	CD74HC241 Behavioral SPICE Model
CD74HC244	8-ch, 2-V to 6-V buffers with 3-state outputs	ACTIVE	SCHM079	CD74HC244 Behavioral SPICE Model
CD74HC27	3-ch, 3-input, 2-V to 6-V NOR gates	ACTIVE	SCHM078	CD74HC27 Behavioral SPICE Model
CD74HC32	4-ch, 2-input, 2-V to 6-V OR gates	ACTIVE	SCHM080	CD74HC32 Behavioral SPICE Model
CD74HC365	6-ch, 2-V to 6-V buffers with 3-state outputs	ACTIVE	SCHM081	CD74HC365 Behavioral SPICE Model
CD74HC366	6-ch, 2-V to 6-V inverters with 3-state outputs	ACTIVE	SCHM082	CD74HC366 Behavioral SPICE Model
CD74HC366-Q1	Automotive 6-ch, 2-V to 6-V inverters with 3-state outputs	ACTIVE	SCHM082	CD74HC366 Behavioral SPICE Model
CD74HC367	6-ch, 2-V to 6-V buffers with 3-state outputs	ACTIVE	SCHM083	CD74HC367 Behavioral SPICE Model
CD74HC368	6-ch, 2-V to 6-V inverters with 3-state outputs	ACTIVE	SCHM084	CD74HC368 Behavioral SPICE Model
CD74HC4049	6-ch, 2-V to 6-V inverters	ACTIVE	SCHM085	CD74HC4049 Behavioral SPICE Model
CD74HC4050	6-ch, 2-V to 6-V buffers	ACTIVE	SCHM086	CD74HC4050 Behavioral SPICE Model
CD74HC4075	3-ch, 3-input, 2-V to 6-V OR gates	ACTIVE	SCHM087	CD74HC4075 Behavioral SPICE Model
CD74HC4538-Q1	Automotive Catalog High Speed CMOS Logic Dual Retriggerable Precision Monostable Multivibrators	ACTIVE	SCLM120	CD74HC4538-Q1 PSpice Model
CD74HC540	8-ch, 2-V to 6-V inverters with 3-state outputs	ACTIVE	SCHM088	CD74HC540 Behavioral SPICE Model
CD74HC541	8-ch, 2-V to 6-V buffers with 3-state outputs	ACTIVE	SCHM089	CD74HC541 Behavioral SPICE Model
CD74HC7266	4-ch, 2-input, 2-V to 6-V XNOR (exclusive NOR) gates	ACTIVE	SCHM090	CD74HC7266 Behavioral SPICE Model
CD74HC86	4-ch, 2-input, 2-V to 6-V XOR (exclusive OR) gates	ACTIVE	SCHM091	CD74HC86 Behavioral SPICE Model
CD74HCT00	4-ch, 2-input, 4.5-V to 5.5-V NAND gates with TTL-compatible CMOS inputs	ACTIVE	SCHM092	CD74HCT00 Behavioral SPICE Model
CD74HCT02	4-ch, 2-input, 4.5-V to 5.5-V NOR gates with TTL-compatible CMOS inputs	ACTIVE	SCHM093	CD74HCT02 Behavioral SPICE Model
CD74HCT03	4-ch, 2-input, 4.5-V to 5.5-V NAND gates with TTL-compatible CMOS inputs and open-drain outputs	ACTIVE	SCHM094	CD74HCT03 Behavioral SPICE Model
CD74HCT04	6-ch, 4.5-V to 5.5-V inverters with TTL-compatible CMOS inputs	ACTIVE	SCHM095	CD74HCT04 Behavioral SPICE Model
CD74HCT08	4-ch, 2-input, 4.5-V to 5.5-V AND gates with TTL-compatible CMOS inputs	ACTIVE	SCHM096	CD74HCT08 Behavioral SPICE Model
CD74HCT10	3-ch, 3-input, 4.5-V to 5.5-V NAND gates with TTL-compatible CMOS inputs	ACTIVE	SCHM097	CD74HCT10 Behavioral SPICE Model
CD74HCT11	3-ch, 3-input, 4.5-V to 5.5-V AND gates with TTL-compatible CMOS inputs	ACTIVE	SCHM098	CD74HCT11 Behavioral SPICE Model
CD74HCT125	4-ch, 4.5-V to 5.5-V buffers with TTL-compatible CMOS inputs and 3-state outputs	ACTIVE	SCHM099	CD74HCT125 Behavioral SPICE Model
CD74HCT126	4-ch, 4.5-V to 5.5-V buffers with TTL-compatible CMOS inputs and 3-state outputs	ACTIVE	SCHM100	CD74HCT126 Behavioral SPICE Model
CD74HCT132	4-ch, 2-input, 4.5-V to 5.5-V NAND gates with Schmitt-Trigger inputs	ACTIVE	SCHM101	CD74HCT132 Behavioral SPICE Model
CD74HCT14	6-ch, 4.5-V to 5.5-V inverters with Schmitt-Trigger inputs	ACTIVE	SCHM102	CD74HCT14 Behavioral SPICE Model
CD74HCT240	8-ch, 4.5-V to 5.5-V inverters with TTL-compatible CMOS inputs and 3-state outputs	ACTIVE	SCHM103	CD74HCT240 Behavioral SPICE Model
CD74HCT241	8-ch, 4.5-V to 5.5-V buffers with TTL-compatible CMOS inputs and 3-state outputs	ACTIVE	SCHM104	CD74HCT241 Behavioral SPICE Model
CD74HCT244	6-ch, 4.5-V to 5.5-V buffers with TTL-compatible CMOS inputs and 3-state outputs	ACTIVE	SCHM105	CD74HCT244 Behavioral SPICE Model
CD74HCT27	3-ch, 3-input, 4.5-V to 5.5-V NOR gates with TTL-compatible CMOS inputs	ACTIVE	SCHM106	CD74HCT27 Behavioral SPICE Model
CD74HCT32	4-ch, 2-input, 4.5-V to 5.5-V OR gates with TTL-compatible CMOS inputs	ACTIVE	SCHM107	CD74HCT32 Behavioral SPICE Model
CD74HCT365	6-ch, 4.5-V to 5.5-V buffers with TTL-compatible CMOS inputs and 3-state outputs	ACTIVE	SCHM108	CD74HCT365 Behavioral SPICE Model
CD74HCT367	6-ch, 4.5-V to 5.5-V buffers with TTL-compatible CMOS inputs and 3-state outputs	ACTIVE	SCHM110	CD74HCT367 Behavioral SPICE Model
CD74HCT368	6-ch, 4.5-V to 5.5-V inverters with TTL-compatible CMOS inputs and 3-state outputs	ACTIVE	SCHM109	CD74HCT368 Behavioral SPICE Model
