Generic Part Number	Device Description	Marketing Status	Literature Number	Literature Description
CD74HCT4075	3-ch, 3-input, 4.5-V to 5.5-V OR gates with TTL-compatible CMOS inputs	ACTIVE	SCHM111	CD74HCT4075 Behavioral SPICE Model
CD74HCT540	8-ch, 4.5-V to 5.5-V inverters with TTL-compatible CMOS inputs and 3-state outputs	ACTIVE	SCHM112	CD74HCT540 Behavioral SPICE Model
CD74HCT541	8-ch, 4.5-V to 5.5-V buffers with TTL-compatible CMOS inputs and 3-state outputs	ACTIVE	SCHM113	CD74HCT541 Behavioral SPICE Model
CD74HCT86	4-ch, 2-input, 4.5-V to 5.5-V XOR (exclusive OR) gates with TTL-compatible CMOS inputs	ACTIVE	SCHM114	CD74HCT86 Behavioral SPICE Model
CD74HCU04	6-ch, 4.5-V to 5.5-V inverters	ACTIVE	SCHM115	CD74HCU04 Behavioral SPICE Model
CD74HCU04-Q1	Automotive 6-ch, 4.5-V to 5.5-V inverters with TTL-compatible CMOS inputs	ACTIVE	SCHM115	CD74HCU04 Behavioral SPICE Model
CSD13201W10	12-V, N channel NexFET™ power MOSFET, single WLP 1 mm x 1 mm, 34  mOhm	ACTIVE	SLPM173B	CSD13201W10 Unencrypted PSpice Model (Rev. B)
CSD13202Q2	12-V, N channel NexFET™ power MOSFET, single SON 2 mm x 2 mm, 9.3  mOhm	ACTIVE	SLPM121B	CSD13202Q2 Unencrypted PSpice Model (Rev. B)
CSD13302W	12-V, N channel NexFET™ power MOSFET, single WLP 1 mm x 1 mm, 17.1  mOhm	ACTIVE	SLPM149A	CSD13302W Unencrypted PSpice Model (Rev. A)
CSD13303W1015	12-V, N channel NexFET™ power MOSFET, single WLP 1 mm x 1.5 mm, 20 mOhm	ACTIVE	SLPM093B	CSD13303W1015 Unencrypted PSpice Model (Rev. B)
CSD13306W	12-V, N channel NexFET™ power MOSFET, single WLP 1 mm x 1.5 mm, 10.2 mOhm	ACTIVE	SLPM150A	CSD13306W Unencrypted PSpice Model (Rev. A)
CSD13380F3	12-V, N channel NexFET™ power MOSFET, single LGA 0.6 mm x 0.7 mm, 76 mOhm, gate ESD protection	ACTIVE	SLPM241A	CSD13380F3 Unencrypted PSpice Model (Rev. A)
CSD13381F4	12-V, N channel NexFET™ power MOSFET, single LGA 1 mm x  0.6mm, 180 mOhm, gate ESD protection	ACTIVE	SLPM075B	CSD13381F4 Unencrypted PSpice Model (Rev. B)
CSD13383F4	12-V, N channel NexFET™ power MOSFET, single LGA 1 mm x  0.6mm, 44 mOhm, gate ESD protection	ACTIVE	SLPM142B	CSD13383F4 Unencrypted PSpice Model (Rev. B)
CSD13385F5	12-V, N channel NexFET™ power MOSFET, single LGA 0.8 mm x 1.5 mm, 19 mOhm, gate ESD protection	ACTIVE	SLPM240A	CSD13385F5 Unencrypted PSpice Model (Rev. A)
CSD15380F3	20-V, N channel NexFET™ power MOSFET, single LGA 0.6 mm x 0.7 mm, 1460 mOhm, gate ESD protection	ACTIVE	SLPM179B	CSD15380F3 Unencrypted PSpice Model (Rev. B)
CSD15571Q2	20-V, N channel NexFET™ power MOSFET, single SON 2 mm x 2 mm, 19.2 mOhm	ACTIVE	SLPM081B	CSD15571Q2 Unencrypted PSpice Model (Rev. B)
CSD16301Q2	25-V, N channel NexFET™ power MOSFET, single SON 2 mm x 2 mm, 29 mOhm	ACTIVE	SLLM099A	CSD16301Q2 Unencrypted PSpice Model (Rev. A)
CSD16321Q5	25-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 2.6 mOhm	ACTIVE	SLIM298B	CSD16321Q5 Unencrypted PSpice Model (Rev. B)
CSD16322Q5	25-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 5.8 mOhm	ACTIVE	SLLM100B	CSD16322Q5 Unencrypted PSpice Model (Rev. B)
CSD16323Q3	25-V, N channel NexFET™ power MOSFET, single SON 3 mm x 3 mm, 5.5 mOhm	ACTIVE	SLIM299B	CSD16323Q3 Unencrypted PSpice Model (Rev. B)
CSD16325Q5	25-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 2.2 mOhm	ACTIVE	SLLM101B	CSD16325Q5 Unencrypted PSpice Model (Rev. B)
CSD16327Q3	25-V, N channel NexFET™ power MOSFET, single SON 3 mm x 3 mm, 4.8 mOhm	ACTIVE	SLPM083B	CSD16327Q3 Unencrypted PSpice Model Package (Rev. B)
CSD16340Q3	25-V, N channel NexFET™ power MOSFET, single SON 3 mm x 3 mm, 5.5 mOhm	ACTIVE	SLLM127B	CSD16340Q3 Unencrypted PSpice Model (Rev. B)
CSD16342Q5A	25-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 5.5 mOhm	ACTIVE	SLPM035B	CSD16342Q5A Unencrypted PSpice Model (Rev. B)
CSD16401Q5	25-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 2.3 mOhm	ACTIVE	SLIM300B	CSD16401Q5 Unencrypted PSpice Model (Rev. B)
CSD16403Q5A	25-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 3.7 mOhm	ACTIVE	SLLM108B	CSD16403Q5A Unencrypted PSpice Model (Rev. B)
CSD16404Q5A	25-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 7.2 mOhm	ACTIVE	SLLM109B	CSD16404Q5A Unencrypted PSpice Model (Rev. B)
CSD16406Q3	25-V, N channel NexFET™ power MOSFET, single SON 3 mm x 3 mm, 7.4 mOhm	ACTIVE	SLLM102B	CSD16406Q3 Unencrypted PSpice Model (Rev. B)
CSD16407Q5	25-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 3.3 mOhm	ACTIVE	SLLM110B	CSD16407Q5 Unencrypted PSpice Model (Rev. B)
CSD16408Q5	25-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 6.8 mOhm	ACTIVE	SLLM103B	CSD16408Q5 Unencrypted PSpice Model (Rev. B)
CSD16409Q3	25-V, N channel NexFET™ power MOSFET, single SON 3 mm x 3 mm, 12.4 mOhm	ACTIVE	SLLM111B	CSD16409Q3 Unencrypted PSpice Model (Rev. B)
CSD16410Q5A	25-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 12 mOhm	ACTIVE	SLLM112B	CSD16410Q5A Unencrypted PSpice Model (Rev. B)
CSD16411Q3	25-V, N channel NexFET™ power MOSFET, single SON 3 mm x 3 mm, 15 mOhm	ACTIVE	SLLM104B	CSD16411Q3 Unencrypted PSpice Model (Rev. B)
CSD16412Q5A	25-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 16 mOhm	ACTIVE	SLLM113B	CSD16412Q5A Unencrypted PSpice Model (Rev. B)
CSD16413Q5A	25-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 5.6 mOhm	ACTIVE	SLLM114B	CSD16413Q5A Unencrypted PSpice Model (Rev. B)
CSD16414Q5	25-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 2.6 mOhm	ACTIVE	SLLM115A	CSD16414Q5 Unencrypted PSpice Model (Rev. A)
CSD16415Q5	25-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 1.8 mOhm	ACTIVE	SLPM348	CSD16415Q5 Unencrypted PSpice Model
CSD16556Q5B	25-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 1.5 mOhm	ACTIVE	SLPM068B	CSD16556Q5B Unencrypted PSpice Model (Rev. B)
CSD16570Q5B	25-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 0.82 mOhm	ACTIVE	SLPM132B	CSD16570Q5B Unencrypted PSpice Model (Rev. B)
CSD17301Q5A	30-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 3 mOhm	ACTIVE	SLPM346	CSD17301Q5A Unencrypted PSpice Model
CSD17302Q5A	30-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 9 mOhm	ACTIVE	SLLM116B	CSD17302Q5A Unencrypted PSpice Model (Rev. B)
CSD17303Q5	30-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 2.6 mOhm	ACTIVE	SLLM117B	CSD17303Q5 Unencrypted PSpice Model (Rev. B)
CSD17304Q3	30-V, N channel NexFET™ power MOSFET, single SON 3 mm x 3 mm, 8.8 mOhm	ACTIVE	SLLM118A	CSD17304Q3 Unencrypted PSpice Model (Rev. A)
CSD17306Q5A	30-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 4.2 mOhm	ACTIVE	SLPM033B	CSD17306Q5A Unencrypted PSpice Model (Rev. B)
CSD17307Q5A	30-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 12.1 mOhm	ACTIVE	SLLM125A	CSD17307Q5A Unencrypted PSpice Model (Rev. A)
CSD17308Q3	30-V, N channel NexFET™ power MOSFET, single SON 3 mm x 3 mm, 11.8 mOhm	ACTIVE	SLLM126B	CSD17308Q3 Unencrypted PSpice Model (Rev. B)
CSD17309Q3	30-V, N channel NexFET™ power MOSFET, single SON 3 mm x 3 mm, 6.3 mOhm	ACTIVE	SLPM294B	CSD17309Q3 Unencrypted PSpice Model (Rev. B)
CSD17310Q5A	30-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 5.9 mOhm	ACTIVE	SLPM017B	CSD17310Q5A Unencrypted PSpice Model (Rev. B)
CSD17311Q5	30-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 2.3 mOhm	ACTIVE	SLLM119A	CSD17311Q5 Unencrypted PSpice Model (Rev. A)
CSD17312Q5	30-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 1.7 mOhm	ACTIVE	SLLM120B	CSD17312Q5 Unencrypted PSpice Model (Rev. B)
CSD17313Q2	30-V, N channel NexFET™ power MOSFET, single SON 2 mm x 2 mm, 32 mOhm	ACTIVE	SLLM105B	CSD17313Q2 PSpice Model (Rev. B)
CSD17313Q2Q1	Automotive 30-V N channel NexFET™ power MOSFET	NRND	SLPM062	CSD17313Q2Q1 Unencrypted PSpice Model
CSD17318Q2	30-V, N channel NexFET™ power MOSFET, single SON 2 mm x 2 mm, 16.9 mOhm	ACTIVE	SLPM354	CSD17318Q2 PSpice Model
CSD17322Q5A	30-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 12.4 mOhm	ACTIVE	SLPM243A	CSD17322Q5A Unencrypted PSpice Model (Rev. A)
CSD17327Q5A	30-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 15.5 mOhm	ACTIVE	SLPM030B	CSD17327Q5A PSpice Model (Rev. B)
CSD17381F4	30-V, N channel NexFET™ power MOSFET, single LGA 1 mm x  0.6 mm, 117 mOhm, gate ESD protection	ACTIVE	SLPM073A	CSD17381F4 Unencrypted PSpice Model (Rev. A)
CSD17382F4	30-V, N channel NexFET™ power MOSFET, single LGA 1 mm x  0.6mm, 67 mOhm, gate ESD protection	ACTIVE	SLPM177A	CSD17382F4 Unencrypted PSpice Model (Rev. A)
CSD17483F4	30-V, N channel NexFET™ power MOSFET, single LGA 1 mm x  0.6 mm, 260 mOhm, gate ESD protection	ACTIVE	SLPM078B	CSD17483F4 Unencrypted PSpice Model (Rev. B)
CSD17484F4	30-V, N channel NexFET™ power MOSFET, single LGA 1 mm x 0.6mm, 128 mOhm, gate ESD protection	ACTIVE	SLPM153A	CSD17484F4 Unencrypted PSpice Model (Rev. A)
CSD17501Q5A	30-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 2.9 mOhm	ACTIVE	SLPM016A	CSD17501Q5A Unencrypted PSpice Model (Rev. A)
CSD17505Q5A	30-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 3.5 mOhm	ACTIVE	SLPM025B	CSD17505Q5A PSpice Model (Rev. B)
CSD17506Q5A	30-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 4 mOhm	ACTIVE	SLPM029B	CSD17506Q5A PSpice Model (Rev. B)
CSD17507Q5A	30-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 10.8 mOhm	ACTIVE	SLPM018B	CSD17507Q5A PSpice Model (Rev. B)
CSD17510Q5A	30-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 5.2 mOhm	ACTIVE	SLPM019A	CSD17510Q5A Unencrypted PSpice Model (Rev. A)
CSD17522Q5A	30-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 8.1 mOhm	ACTIVE	SLPM347	CSD17522Q5A Unencrypted PSpice Model
CSD17527Q5A	30-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 10.8 mOhm	ACTIVE	SLPM028B	CSD17527Q5A PSpice Model (Rev. B)
CSD17551Q3A	30-V, N channel NexFET™ power MOSFET, single SON 3 mm x 3 mm, 9 mOhm	ACTIVE	SLPM211A	CSD17551Q3A Unencrypted PSpice Model (Rev. A)
CSD17551Q5A	30-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 8.8 mOhm	ACTIVE	SLPM038A	CSD17551Q5A Unencrypted PSpice Model (Rev. A)
CSD17552Q3A	30-V, N channel NexFET™ power MOSFET, single SON 3 mm x 3 mm, 6 mOhm	ACTIVE	SLPM049A	CSD17552Q3A Unencrypted PSpice Model (Rev. A)
CSD17552Q5A	30-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 6.2 mOhm	ACTIVE	SLPM060B	CSD17552Q5A PSpice Model (Rev. B)
CSD17553Q5A	30-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 3.1 mOhm	ACTIVE	SLPM037B	CSD17553Q5A PSpice Model (Rev. B)
CSD17555Q5A	30-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 2.7 mOhm	ACTIVE	SLPM039B	CSD17555Q5A PSpice Model (Rev. B)
CSD17556Q5B	30-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 1.8 mOhm	ACTIVE	SLPM066B	CSD17556Q5B Unencrypted PSpice Model (Rev. B)
CSD17559Q5	30-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 1.5 mOhm	ACTIVE	SLPM056B	CSD17559Q5 Unencrypted PSpice Model (Rev. B)
CSD17570Q5B	30-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 0.92 mOhm	ACTIVE	SLPM136B	CSD17570Q5B Unencrypted PSpice Model (Rev. B)
CSD17571Q2	30-V, N channel NexFET™ power MOSFET, single SON 2 mm x 2 mm, 29 mOhm	ACTIVE	SLPM092B	CSD17571Q2 Unencrypted PSpice Model (Rev. B)
CSD17573Q5B	30-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 1.45 mOhm	ACTIVE	SLPM126B	CSD17573Q5B Unencrypted PSpice Model (Rev. B)
CSD17575Q3	30-V, N channel NexFET™ power MOSFET, single SON 3 mm x 3 mm, 3.2 mOhm	ACTIVE	SLPM125B	CSD17575Q3 Unencrypted PSpice Model (Rev. B)
CSD17576Q5B	30-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 2.9 mOhm	ACTIVE	SLPM127B	CSD17576Q5B Unencrypted PSpice Model (Rev. B)
CSD17577Q3A	30-V, N channel NexFET™ power MOSFET, single SON 3 mm x 3 mm, 6.4 mOhm	ACTIVE	SLPM139B	CSD17577Q3A Unencrypted PSpice Model (Rev. B)
CSD17577Q5A	30-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 5.8 mOhm	ACTIVE	SLPM140B	CSD17577Q5A Unencrypted PSpice Model (Rev. B)
CSD17578Q3A	30-V, N channel NexFET™ power MOSFET, single SON 3 mm x 3 mm, 9.4 mOhm	ACTIVE	SLVMAL2B	CSD17578Q3A Unencrypted PSpice Model (Rev. B)
CSD17578Q5A	30-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 9.3 mOhm	ACTIVE	SLPM345	CSD17578Q5A Unencrypted PSpice Model
CSD17579Q3A	30-V, N channel NexFET™ power MOSFET, single SON 3 mm x 3 mm, 14.2 mOhm	ACTIVE	SLVMAK8B	CSD17579Q3A Unencrypted PSpice Model (Rev. B)
CSD17579Q5A	30-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 13.3 mOhm	ACTIVE	SLPM344	CSD17579Q5A Unencrypted PSpice Model
CSD17581Q3A	30-V, N channel NexFET™ power MOSFET, single SON 3 mm x 3 mm, 4.7 mOhm	ACTIVE	SLPM343	CSD17581Q3A Unencrypted PSpice Model
CSD17581Q5A	30-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 4.2 mOhm	ACTIVE	SLPM342	CSD17581Q5A Unencrypted PSpice Model
CSD17585F5	30-V, N channel NexFET™ power MOSFET, single LGA 0.8 mm x 1.5 mm, 33 mOhm, gate ESD protection	ACTIVE	SLPM242A	CSD17585F5 Unencrypted PSpice Model (Rev. A)
CSD18501Q5A	40-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 3.2 mOhm	ACTIVE	SLPM040B	CSD18501Q5A Unencrypted PSpice Model (Rev. B)
CSD18502KCS	40-V, N channel NexFET™ power MOSFET, single TO-220, 2.9 mOhm	ACTIVE	SLPM044B	CSD18502KCS Unencrypted PSpice Model (Rev. B)
CSD18502Q5B	40-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 2.3 mOhm	ACTIVE	SLPM055B	CSD18502Q5B Unencrypted PSpice Model (Rev. B)
CSD18503KCS	40-V, N channel NexFET™ power MOSFET, single TO-220, 4.5 mOhm	ACTIVE	SLPM050B	CSD18503KCS Unencrypted PSpice Model (Rev. B)
CSD18503Q5A	40-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 4.3 mOhm	ACTIVE	SLPM041B	CSD18503Q5A Unencrypted PSpice Model (Rev. B)
CSD18504KCS	40-V, N channel NexFET™ power MOSFET, single TO-220, 7 mOhm	ACTIVE	SLPM059B	CSD18504KCS Unencrypted PSpice Model (Rev. B)
CSD18504Q5A	40-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 6.6 mOhm	ACTIVE	SLPM042B	CSD18504Q5A PSpice Model (Rev. B)
CSD18509Q5B	40-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 1.2 mOhm	ACTIVE	SLPM128B	CSD18509Q5B PSpice Model (Rev. B)
CSD18510KCS	40-V, N channel NexFET™ power MOSFET, single TO-220, 1.7 mOhm	ACTIVE	SLPM330B	CSD18510KCS PSpice Model (Rev. B)
CSD18510KTT	40-V, N channel NexFET™ power MOSFET, single D2PAK, 1.7 mOhm	ACTIVE	SLPM331B	CSD18510KTT PSpice Model (Rev. B)
CSD18510Q5B	40-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 0.96 mOhm	ACTIVE	SLPM319B	CSD18510Q5B PSpice Model (Rev. B)
CSD18511KCS	40-V, N channel NexFET™ power MOSFET, single TO-220, 2.6 mOhm	ACTIVE	SLPM300B	CSD18511KCS PSpice Model (Rev. B)
CSD18511KTT	40-V, N channel NexFET™ power MOSFET, single D2PAK, 2.6 mOhm	ACTIVE	SLPM301B	CSD18511KTT PSpice Model (Rev. B)
CSD18511Q5A	40-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 2.3 mOhm	ACTIVE	SLPM304B	CSD18511Q5A PSpice Model (Rev. B)
CSD18512Q5B	40-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 1.6 mOhm	ACTIVE	SLPM328B	CSD18512Q5B PSpice Model (Rev. B)
CSD18513Q5A	40-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 3.4 mOhm	ACTIVE	SLPM329B	CSD18513Q5A PSpice Model (Rev. B)
CSD18514Q5A	40-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 4.9 mOhm	ACTIVE	SLPM327B	CSD18514Q5A Unencrypted PSpice Model (Rev. B)
CSD18531Q5A	60-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 4.6 mOhm	ACTIVE	SLPM043A	CSD18531Q5A Unencrypted PSpice Model (Rev. A)
CSD18532KCS	60-V, N channel NexFET™ power MOSFET, single TO-220, 4.2 mOhm	ACTIVE	SLPM045B	CSD18532KCS Unencrypted PSpice Model (Rev. B)
CSD18532NQ5B	60-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 3.4 mOhm	ACTIVE	SLPM072C	CSD18532NQ5B Unencrypted PSpice Model (Rev. C)
CSD18532Q5B	60-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 3.2 mOhm	ACTIVE	SLPM054A	CSD18532Q5B Unencrypted PSpice Model (Rev. A)
CSD18533KCS	60-V, N channel NexFET™ power MOSFET, single TO-220, 6.3 mOhm	ACTIVE	SLPM047A	CSD18533KCS Unencrypted PSpice Model (Rev. A)
CSD18533Q5A	60-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 5.9 mOhm	ACTIVE	SLPM048A	CSD18533Q5A Unencrypted PSpice Model (Rev. A)
CSD18534KCS	60-V, N channel NexFET™ power MOSFET, single TO-220, 9.5 mOhm	ACTIVE	SLPM046B	CSD18534KCS Unencrypted PSpice Model (Rev. B)
CSD18534Q5A	60-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 9.8 mOhm	ACTIVE	SLPM058B	CSD18534Q5A Unencrypted PSpice Model (Rev. B)
CSD18535KCS	60-V, N channel NexFET™ power MOSFET, single TO-220, 2 mOhm	ACTIVE	SLPM151A	CSD18535KCS Unencrypted PSpice Model (Rev. A)
CSD18535KTT	60-V, N channel NexFET™ power MOSFET, single D2PAK, 2 mOhm	ACTIVE	SLPM341	CSD18535KTT Unencrypted PSpice Model
CSD18536KCS	60-V, N channel NexFET™ power MOSFET, single TO-220, 1.6 mOhm	ACTIVE	SLPM152A	CSD18536KCS Unencrypted PSpice Model (Rev. A)
CSD18536KTT	60-V, N channel NexFET™ power MOSFET, single D2PAK, 1.6 mOhm	ACTIVE	SLPM340	CSD18536KTT Unencrypted PSpice Model
CSD18537NKCS	60-V, N channel NexFET™ power MOSFET, single TO-220, 14 mOhm	ACTIVE	SLPM080A	CSD18537NKCS Unencrypted PSpice Model (Rev. A)
CSD18537NQ5A	60-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 13 mOhm	ACTIVE	SLPM185A	CSD18537NQ5A Unencrypted PSpice Model (Rev. A)
CSD18540Q5B	60-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 2.2 mOhm	ACTIVE	SLPM129A	CSD18540Q5B Unencrypted PSpice Model (Rev. A)
CSD18541F5	60-V, N channel NexFET™ power MOSFET, single LGA 1.5  mm x 0.8mm, 65 mOhm, gate ESD protection	ACTIVE	SLPM180B	CSD18541F5 Unencrypted PSpice Model (Rev. B)
CSD18542KCS	60-V, N channel NexFET™ power MOSFET, single TO-220, 4 mOhm	ACTIVE	SLPM155A	CSD18542KCS Unencrypted PSpice Model (Rev. A)
CSD18542KTT	60-V, N channel NexFET™ power MOSFET, single D2PAK, 4 mOhm	ACTIVE	SLPM339	CSD18542KTT Unencrypted PSpice Model
CSD18543Q3A	60-V, N channel NexFET™ power MOSFET, single SON 3 mm x 3 mm, 9.9 mOhm	ACTIVE	SLPM286A	CSD18543Q3A Unencrypted PSpice Model (Rev. A)
CSD18563Q5A	60-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 6.8 mOhm	ACTIVE	SLPM082A	CSD18563Q5A Unencrypted PSpice Model (Rev. A)
CSD19501KCS	80-V, N channel NexFET™ power MOSFET, single TO-220, 6.6 mOhm	ACTIVE	SLPM107B	CSD19501KCS Unencrypted PSpice Model (Rev. B)
CSD19502Q5B	80-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 4.1 mOhm	ACTIVE	SLPM097B	CSD19502Q5B Unencrypted PSpice Model (Rev. B)
CSD19503KCS	80-V, N channel NexFET™ power MOSFET, single TO-220, 9.2 mOhm	ACTIVE	SLPM099B	CSD19503KCS Unencrypted PSpice Model (Rev. B)
CSD19505KCS	80-V, N channel NexFET™ power MOSFET, single TO-220, 3.1 mOhm	ACTIVE	SLPM106B	CSD19505KCS Unencrypted PSpice Model (Rev. B)
CSD19505KTT	80-V, N channel NexFET™ power MOSFET, single D2PAK, 3.1 mOhm	ACTIVE	SLPM171B	CSD19505KTT Unencrypted PSpice Model (Rev. B)
CSD19506KCS	80-V, N channel NexFET™ power MOSFET, single TO-220, 2.3 mOhm	ACTIVE	SLPM102B	CSD19506KCS Unencrypted PSpice Model (Rev. B)
CSD19506KTT	80-V, N channel NexFET™ power MOSFET, single D2PAK, 2.3 mOhm	ACTIVE	SLPM170B	CSD19506KTT Unencrypted PSpice Model (Rev. B)
CSD19531KCS	100-V, N channel NexFET™ power MOSFET, single TO-220, 7.7 mOhm	ACTIVE	SLPM076C	CSD19531KCS Unencrypted PSpice Model (Rev. C)
CSD19531Q5A	100-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 6.4 mOhm	ACTIVE	SLPM077C	CSD19531Q5A Unencrypted PSpice Model (Rev. C)
CSD19532KTT	100-V, N channel NexFET™ power MOSFET, single D2PAK, 5.6 mOhm	ACTIVE	SLPM160B	CSD19532KTT Unencrypted PSpice Model (Rev. B)
CSD19532Q5B	100-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 4.9 mOhm	ACTIVE	SLPM094A	CSD19532Q5B Unencrypted PSpice Model (Rev. A)
CSD19533KCS	100-V, N channel NexFET™ power MOSFET, single TO-220, 10.5 mOhm	ACTIVE	SLPM098C	CSD19533KCS Unencrypted PSpice Model (Rev. C)
CSD19533Q5A	100-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 9.5 mOhm	ACTIVE	SLPM103B	CSD19533Q5A Unencrypted PSpice Model (Rev. B)
CSD19534KCS	100-V, N channel NexFET™ power MOSFET, single TO-220, 16.5 mOhm	ACTIVE	SLPM181A	CSD19534KCS Unencrypted PSpice Model (Rev. A)
CSD19534Q5A	100-V, N channel NexFET™ power MOSFET, single SON 5 mm x 6 mm, 15.1 mOhm	ACTIVE	SLPM119B	CSD19534Q5A Unencrypted PSpice Model Package (Rev. B)
CSD19535KCS	100-V, N channel NexFET™ power MOSFET, single TO-220, 3.6 mOhm	ACTIVE	SLPM100A	CSD19535KCS Unencrypted PSpice Model (Rev. A)
CSD19535KTT	100-V, N channel NexFET™ power MOSFET, single D2PAK, 3.4 mOhm	ACTIVE	SLPM156A	CSD19535KTT Unencrypted PSpice Model (Rev. A)
CSD19536KCS	100-V, N channel NexFET™ power MOSFET, single TO-220, 2.7 mOhm	ACTIVE	SLPM101A	CSD19536KCS Unencrypted PSpice Model (Rev. A)
CSD19536KTT	100-V, N channel NexFET™ power MOSFET, single D2PAK, 2.4 mOhm	ACTIVE	SLPM159A	CSD19536KTT Unencrypted PSpice Model (Rev. A)
CSD19537Q3	100-V, N channel NexFET™ power MOSFET, single SON 3 mm x 3 mm, 14.5 mOhm	ACTIVE	SLPM158B	CSD19537Q3 Unencrypted PSpice Model Package (Rev. B)
CSD19538Q2	100-V, N channel NexFET™ power MOSFET, single SON 2 mm x 2 mm, 59 mOhm	ACTIVE	SLPM188A	CSD19538Q2 Unencrypted PSpice Model (Rev. A)
CSD19538Q3A	100-V, N channel NexFET™ power MOSFET, single SON 3 mm x 3 mm, 61 mOhm	ACTIVE	SLPM184A	CSD19538Q3A Unencrypted PSpice Model (Rev. A)
CSD22202W15	-8V, P channel NexFET™ power MOSFET, single WLP 1.5 mm x 1.5 mm, 12.2 mOhm, gate ESD protection	ACTIVE	SLPM141B	CSD22202W15 Unencrypted PSpice Model (Rev. B)
